"","X099535T","X090608T","X098699T","X11770T","X81023T","X81032T","X85421T","X86279T","X86960T","X87823T","X88659T","X88674T","X88724T","X89290T","X96484T"
"VEPH1",3.50945516157953,3.35345033307765,1.5627772672302,-2.37269200344277,3.77990054232337,2.35533206594029,0.170360950070195,3.16003436219545,3.55313928952177,1.90839406196683,1.90435692318419,2.32333259597614,0.510587276135548,4.8606450323678,0.873561245984387
"VWF",-3.08371598254074,-0.537711004371995,1.49449241554241,-0.377643093788089,2.78853537855132,0.262180558646559,1.33106311159177,3.41922874616108,2.44718507936436,2.83603520194524,1.66862747389567,-1.05102544572023,-0.382569856083802,2.41794970369917,-0.265878740007037
"COL1A1",6.82814918112429,6.92614178275293,3.65277328451078,6.82648493104337,8.86404682188249,8.01820574368211,4.79386987843851,9.44246044380386,6.43251517583318,10.1539193085378,1.64253523071019,4.9454016961913,6.2545864848876,5.42426036542733,7.50019655485901
"COL3A1",6.43888331737595,5.13996056954546,3.92572414126785,6.79301147974113,8.63897523992225,8.25599161914193,5.90967231354226,9.09229730768774,6.57037033083472,9.62103901434091,0.875284665828803,5.77675937032913,5.8948977761082,5.54451011511296,7.51910153107513
"COL6A1",2.3534870319926,3.58091728866321,3.95574986118441,6.56503656042457,4.65981612392486,4.8917156671532,3.86776799912577,5.13586316536868,4.24431625989121,8.7387104250406,0.616969277575251,6.58320163917215,5.84497811701622,3.55679724659274,4.22422553993839
"COL6A2",3.56005458698727,3.68791171696721,5.05987871341895,7.12520680285543,5.25305892706917,5.67293161080269,4.51725049307611,6.53366612723117,4.76718865405582,9.41669198643473,1.19519009026585,6.40213548526578,6.14199878727585,5.6189609970846,5.23365035167699
"DCN",5.60663469307965,5.71259027816712,2.71096839208965,4.73822199498042,7.71036563852617,6.33337900662312,7.1333888497749,7.63481830899643,6.49901988709913,9.27300994392555,0.602456880180429,4.72306702220563,4.48155082279333,5.26631056018421,4.25538742804151
"GREM1",-0.132783541574758,0.0782409166404001,-2.27494120440073,1.42419652839723,1.67505713144885,2.53894782092175,-0.276083266510008,3.88508622529017,1.28723586525277,4.39423287406486,2.14148510893046,0.0156260189140609,-1.02318181279492,-0.410071643002742,1.71710937704102
"PAMR1",0.946498812705294,-0.182529000893043,-3.61481505648742,-0.145843131183122,2.87334665809621,-0.0562016686758623,0.799510103006705,0.603454249761035,1.58246929419562,1.65816120181082,-1.93172817805279,-0.792826801710138,0.0280315774309998,0.100022260611637,-2.75266061854581
"TAGLN",5.18988779892039,4.78241904959161,5.24720978398626,6.41166859542492,6.26462274992016,7.31266517355839,6.08954687826153,7.63914532104648,6.36451290238881,9.1367399639086,3.18772974755417,5.63113048119048,4.81700921407127,5.02101770674971,5.73249714684889
