Ensenble,1T,2T,3T,4T,5T,6T,7T,8T,10T,11T,12T,13T,14T,15T,16T,17T,18T,19T,20T,21T,22T,23T,24T,25T,26T,27T,28T,29T,30T,31T
ENSG00000158488,-0.8908061542249459,-0.6344771028095897,-3.0405697348198126,-5.553826685368279,-5.795323581782158,-7.47033291717022,-1.8433367198185262,-0.8741710941565208,-5.155954842313485,-1.3049397558357239,-3.551858201268754,1.209084835221762,-6.432077795310376,-0.04076828783665607,-3.3607995532330266,-2.9585828281157376,-0.7719405487359162,-1.995845416884854,0.14748592312919007,-2.0898176746609396,0.6732683012325822,-1.9160889140034358,-1.2677627663720594,-5.473865018237359,-2.4978312825366373,0.1463129526245233,-3.6706453429487067,-5.142664559703576,-6.538336200230373,-8.716267341561384
ENSG00000162747,0.25644357954763786,-0.4992000105589916,1.4097059260578857,3.095178032516418,1.5252110558652663,-1.470580111981743,0.6670996753147306,1.3075970576861726,-0.8121995057948301,1.6402662012314326,3.0692929091711623,2.9902423575280057,4.399973217776019,4.352214036527175,-2.2535368330386754,0.569011687581526,2.3849843289858264,1.8148595072960938,4.707461203907073,-0.7637000019949591,1.5495021164351632,1.330497761394749,-2.9519134270688547,0.8863784253755659,0.6730697186037152,1.0957049705745083,-0.27798041619148434,-0.4692632301163731,2.251218927676266,1.7461125546236085
ENSG00000198574,-1.152518759915884,-3.1525294589582833,-2.940644534085582,-5.569378703329352,-1.7686732242904284,-5.744495998962213,-7.229585542411214,-3.533579300210624,-3.8495787664041075,-3.9579216910546555,-2.7373352215101705,-4.158142629698394,-1.7222291324763168,-2.014092070273833,-4.076791282434181,-3.2542427664996367,-5.996945921746295,-2.7634699200983315,-5.582311602207436,-4.234652700753563,-3.551737078851521,-3.838531537047402,-7.131215039946706,-5.074379534560315,-5.600846112506558,0.3672011285319024,-4.686197362609478,-3.7431791008183413,-1.424605161134624,-6.990430338750856
ENSG00000117322,-7.304620499657021,-1.6837688712277485,-1.890753303985806,-5.788674069727336,-5.795323581782158,-6.548753817023758,-6.521127685612401,-6.3378372393955615,-7.897343910916135,-4.0252140119523165,-5.541593132143708,-4.74000811614772,-4.959446445800816,-4.348864688333372,-5.881049186564591,-4.865855578344098,-3.7137410007596547,-7.815655206333261,-1.7718596719773678,-3.8689856117471977,-2.712138795847075,-6.642789422748141,-6.4798900742523555,-6.697671523961832,0.5606802393907856,-5.950587545976106,-3.320530266992383,-5.958630862476901,-2.965828659488089,-8.716267341561384
ENSG00000076356,0.6697209975148009,1.593367697282974,0.027265146070712763,0.3876917730412857,1.1910888206502734,1.557885497548646,0.7460252393998136,2.3565453203419504,1.5766626203124665,0.08753574540810442,0.23381040772285303,1.5922956018738093,0.9385279606234482,0.6663892272342385,0.19084739695594344,0.562897420886022,1.3072899008954901,0.9350257696580159,1.1981885182252094,-1.2175574918772134,-0.30516001873562915,0.4832028957340334,1.5248922756139627,0.8274268777000892,0.1783212453053444,0.35829540144385125,-0.8623934531411092,-1.758094267717977,-0.7614484338174082,-0.6760378170694692
ENSG00000233355,-4.055269890059997,-3.6290158364320892,-3.7956425345727154,-5.788674069727336,-3.1456239369631804,-5.220982354952563,-7.229585542411214,-3.5506340623304387,-6.647993273124331,-8.237401806144847,-2.6288591027721213,-5.219591496970957,-4.1462480902994026,-2.3836632481134905,-4.968315187063104,-4.07865244565837,-3.772992605920429,-3.4878838196057216,-3.251443071398788,-4.711139074025082,-3.4432609723777383,-5.315017887718278,-7.131215039946706,-5.22893786202811,-3.9074075192768634,-5.950587545976106,-5.9883977430684165,-5.958630862476901,-5.030374560581508,-4.881954136554379
ENSG00000115523,1.4456046040248178,-0.2778884621424094,1.04733793933913,1.2768058796172645,2.461004184147098,-1.4104233526829524,-2.257266229798757,-1.0442284582473833,-1.541978357607944,1.2545889428008776,0.19258821029152617,3.8110159765291356,2.3458915969473857,1.8289941947982356,-0.40773441655182524,1.3752857366974105,0.02744218655116531,3.0218532542720578,0.492001730632953,-0.09322516934717814,0.3115886027887084,1.1021986617810065,-3.100551494669148,0.20114088458297052,-1.516751777816044,5.4300571783115075,-0.7030319128866194,1.0323287152539915,1.0689456710195313,-0.3878688104174487
ENSG00000153563,1.1661917075210797,1.0731865070117965,1.354809090632197,1.1067576718757557,1.126974807593969,-3.1236420563743703,-1.1418195104582227,-0.4697818966003507,-1.906796758561366,1.0282825896523002,1.399218523930161,1.3206922835036268,0.4383580247871388,2.7889651707380057,0.003494245655513403,-0.01447902236661182,2.014076933827086,2.8066731702395766,1.4351470781033318,-0.2650706452000938,2.2035431472875824,0.5571094420292116,-1.3543385806789143,0.10106321146395668,-0.32178074914725835,2.9116243764086494,-0.9778806168301699,-1.449899840525784,-1.1781467648599406,-2.9772589279314245
ENSG00000172116,-0.21220347060481698,0.3234618002189715,0.630636607567386,-0.591840920408337,1.1990167458192607,-2.9893506354646613,-3.3242944818946065,-0.1934714693611902,-0.753396512411473,0.12979897619273162,2.0862898458674595,0.47147182827008105,-0.9376999936106947,2.0505976319970736,-0.8477147617510163,-0.6690224337665658,2.4306247420047256,0.97470233373873,0.7577962197917163,-0.9770070355007684,1.5491830861612843,1.077605681061296,-7.131215039946706,-1.4016963763898065,-1.8457008111723738,4.473793643309816,-1.9310520369267237,-1.070495918859912,-1.7987428443195368,1.2601259833291192
ENSG00000211592,6.216268585784606,11.623977343309225,9.53784737553448,8.974405613805178,10.861665647238256,5.813091043736548,6.332882710390478,7.939815657062998,7.3076338787620605,9.082209029868558,10.182688754825609,7.524620273077771,7.048818314107412,11.670194669534496,6.107322815847734,8.121895497208047,12.473652366632523,9.740610579722565,13.670915198488364,9.689837244841893,10.191028238833143,9.74108905411717,6.556508332327321,7.641871933122191,9.225434632554263,10.007791722137847,4.5151947208306575,5.133009770873683,8.273320417950599,6.2757320809195525
ENSG00000172005,-3.6344148297328087,-0.40080584723176577,-3.3747874702506726,-2.455084977183059,-1.5441966120743187,-3.215164783839435,-3.7725010314127703,-3.0042481063995523,-4.227138163504733,-1.935550490947329,-2.3335349101265837,-1.154880241798974,-3.2108198408148643,-0.4847608784957528,-6.480700267101671,-3.795300908009154,-4.052577231333088,-1.9795659017452087,0.5118041981506604,-3.120359018452204,0.36991153283308853,-1.724237836104808,-4.7312634973516765,-4.545048351886253,-2.656477453468638,-1.4142552167013904,-4.741828661638657,-3.798810406758444,-3.024556979317739,-6.0460616002675165
ENSG00000115919,5.338452772768964,3.202336949550329,2.8521370826355423,2.8237857815814333,1.6819767279358282,-1.9246122110479666,4.038321681631248,4.126524013494171,0.2098804299823611,3.278937367597711,2.325568917567389,4.51167584880504,2.4329649346576843,3.0505125831796818,3.2615870053909557,1.4002795186674684,3.0548557562504652,4.247680473289595,5.286542342592365,3.801585774449642,2.241728327966574,1.3032803262837296,3.792754106176112,3.967481048160698,3.537471091045671,3.8847746320071748,2.1681747664031654,2.377536926694671,1.4867249534419227,-1.2918528023577631
ENSG00000168542,6.9100783187201404,6.587176640925709,6.467498143552287,8.70946389762583,8.39508927596852,4.056235465682704,5.14479881667392,6.192994301321107,4.3106950613687305,6.323179828674296,6.183640652076393,4.5622730297938965,8.168140406969034,7.631136528684908,4.559564783706866,4.810534409258657,4.397793145617059,6.162780752290704,7.849766826274096,6.41305173002229,6.476192173464935,5.447294739394923,4.530226983057528,5.5774253552908775,6.2623332057043966,6.719716833677683,5.238971837070392,3.9324438950533778,5.573940647103952,3.815602768084412
ENSG00000168497,-0.7198325275851469,0.7277951765927121,-0.2783668467873002,-0.4727361280656262,1.7285863064040605,-1.36667167595355,1.2509177476717332,0.9735280115218173,-1.9523803089025349,-0.15507581084179536,1.5672792258908415,1.7501963923183543,3.7123499434156813,2.427058161829957,2.8088276545242685,-2.9468077914519175,-0.761140640695658,0.4108209830563763,1.4345518575791512,1.7652234071867265,3.0452557345053903,-0.04566973182483065,-0.6159838719594168,-1.3273214430290292,1.3057578196724455,-0.22180770974397748,1.4104451751871607,-0.5409263589359832,0.7308267145304724,-1.9881151035684472
ENSG00000138411,-1.6623166581137132,-0.44738197321117446,-1.3069496386923511,-0.7010953494543977,-0.1991726561893375,-2.7362366402836744,-0.47637018919291757,-0.7667772958682406,-3.680646732134786,-0.10728809843669483,-0.5137589868386776,-1.5759421928906927,1.0521245745948897,0.22024694737299666,-1.3158420038208383,-2.7196009519199853,-0.38409529189252756,-1.2387663479565012,-0.6294505171773705,-0.6414308748221251,0.25253962834731286,-2.0543124669054706,-1.9868327140274487,-1.2391364876165671,-0.4923925207514621,-0.47907761739376364,-0.7180154740288298,-1.8479287188967424,-2.450051185939712,-3.648433540776065
ENSG00000178562,-1.500398368822909,-0.6348592678886197,-3.2754171563016587,-0.9142049572488004,-1.7078607028283044,-2.2268257761627757,-0.6022643968692416,-1.5304822839964216,-3.168409835051489,-1.5397871747148926,-2.018031170243338,-2.689382033771835,-2.19391169679745,-0.2803849522027861,-2.8810491865645913,-5.543927483456735,-1.5917504710093715,-1.6863723193996254,-0.5792145934191327,-2.79098309863649,-0.15632264104268342,-0.848373562891858,-4.894927616454644,-2.708712455079325,-2.275821029164725,-1.0689056614421233,-4.320530281405362,-3.740082062864213,-1.803557226032688,-4.335256555081299
ENSG00000163599,-1.2249358650002447,0.26207222102772637,-0.8151681549136917,-0.3117463378026223,-0.818824799052829,-2.6444049149712496,-3.509863470213758,-1.1797316527054809,-2.7718555187625213,-0.33587793311399433,-1.089756371808478,0.256459060414172,-1.9075402936796362,0.824670904037156,-1.9767002254431731,-0.4524929814456772,1.170889732790812,1.6122555817797415,1.9721578366016275,-1.587073853696814,0.32364768893671647,-0.1720936474278121,-4.275980856144364,0.14545075201090693,-1.5007550827730423,1.192336756487288,-5.28654601518767,0.2711820922715992,-3.569274339180399,-1.7834240001210253
ENSG00000163600,-2.250273103248715,-0.7989280663174615,-2.8600616365089517,-1.4013329313631597,-2.495445242434793,-5.663913101725073,-3.314358732697443,-1.7525566864461193,-3.631492332722782,-1.6897117940740978,-1.6567523265930246,-1.9620825063576215,-3.074605644005158,0.3318353959409946,-2.472646423477027,-2.5886973670768154,-0.6309608127837049,-0.39165572250893876,0.9577029053900057,-2.5102136188073043,-1.0448894291037323,-1.6286656119934626,-3.787694395589413,-1.7458691352095759,-3.7129083192408476,-0.7305532125629446,-5.605614440882695,-4.077633697291641,-4.47330529065345,-3.5879192619814066
ENSG00000180871,-1.6575317323462215,-3.3605607037702048,-1.2344056427094867,-1.8232136018028058,-1.8771687822540284,-5.952527232669499,-3.018010373884083,-0.960250824607304,-5.794575615438618,-1.9435605097282707,-0.37551085197831024,0.003059951990055491,0.8146980166367567,1.9416231190953752,-6.284822559472226,-2.9477008283556043,-1.0964527134445097,-2.3125380724266718,1.9204635838255435,-3.5357933521656193,-0.5699437605927372,-2.2392078432089457,-4.88366343735838,-2.638554597907938,-0.5800586899128409,-4.6821323763699505,-1.3706666516243087,-3.9512103274708816,-0.07541888723186278,-2.8061440800896813
ENSG00000163464,-3.088025693708659,-5.568662246633222,-1.5180582102921498,-2.8155864441698006,-2.319735574087801,-5.575666242949831,-3.9630774893032923,-0.6643098537329144,-2.8327521272409317,-1.2310965116103731,0.0013501143806367436,0.30836765816783135,1.1593186474901371,2.0241535504606465,-3.9079615592993813,-4.570839874649701,-1.1556908588685266,-3.035212783782353,2.9937858822045325,-3.895897969659978,-0.38290735194566855,-1.9692620770176201,-7.131215039946706,-1.8611557026050711,-1.1840888983338997,-2.8027710542485096,-0.9324051373152243,-4.574349374116845,-0.6036987325437256,-0.8908631957074378
ENSG00000124019,-2.5970236693037965,-0.969135756724907,-1.9368583813865412,-2.1546594230157434,-0.8718022740948059,-3.1777736251131032,-0.6647205583184356,-1.966856955156553,-3.704320189965712,-1.6606600270216292,-1.2961437600180077,-1.2759184498988023,0.19394237054555785,-1.0547000386630867,-3.831997040175086,-2.7013262207041984,-2.1671891801212957,-2.0661634648350975,-0.7326553059130277,-1.384996402676662,-1.2480491440743924,-2.478260062814836,-1.6234830357482886,-2.4603514928672063,-2.186126892877969,-1.1704131863544023,-0.8766185013868344,-3.7614192404523896,-3.7241314272314674,-3.74563601321426
ENSG00000163508,-4.159270415534934,-1.3974133201630852,-3.2215711345791274,-3.787295485556131,-1.3200137658670752,-7.132337750668563,-3.7827834414961328,-2.220981393134917,-4.974386158533832,-1.7083335870959135,-3.8032489453681735,-2.6073849807546368,-2.5430303524941174,0.519678217975183,-3.3771702590202426,-3.2795144950819664,-1.2350406234838578,-1.095458496791304,-0.430994614164664,-2.922054799666057,-0.04476113229241563,-2.138910496783562,-4.741545931391005,-0.7207543755555841,-2.8187629575262165,1.8996082955913831,-4.489076666497142,-3.430581192373457,-3.134375070787497,-0.7344158869539852
ENSG00000163519,-1.6255996687685381,-1.891223318281332,-6.495255358643897,-3.8385872426581287,-1.7863430320248834,-5.598667041034917,-2.9860783006047904,-2.4808597831440875,-5.025677921864185,-2.8120927679329184,-2.4215813013467185,-4.012313692763513,-5.3312877218423935,-1.211150859459613,-6.480700267101671,-2.392206802606788,-1.8969206994440508,-1.0842087966005347,-1.114554594511555,-3.503861284004909,-0.030868727928243928,-2.692702602218526,-7.131215039946706,-4.6066225325934465,-3.8700547260213383,-0.7634875804781406,-5.540368419851327,-4.597350182345668,-5.408059232902028,-8.716267341561384
ENSG00000197415,3.6281660040261543,-1.4738386864934392,-1.2399274507083804,-1.305725396518476,-2.24963910949889,-2.418106939277022,1.0772982626664336,1.2155008021411118,-4.4928160847720005,2.680127096562429,-0.3805725423333032,2.462280499758721,1.2430507786455551,-1.4035727985663957,2.9123608033889816,-3.830365895721749,1.055625018450684,-3.15213441673042,-1.5625839175039309,3.4967872351240015,3.528402128578514,-2.7091793399892574,1.0386824779818846,1.7967684408539815,2.246433187793423,-0.2760361883531168,2.5429836907126657,1.4901005358584447,-3.534160489282308,-3.8967019820018076
ENSG00000137441,-2.6101144208909006,1.931616850019435,0.9296208572110993,-0.4080645010968921,-1.0927858768734862,2.752208555090698,-0.7482006361061139,0.46062488329571466,0.8099862769497,4.59952151297021,2.7368619027932257,-1.7744360269359354,2.398443055872911,1.555306839947926,2.9078901290817067,-1.256427323579098,0.27289269586400905,-2.390651643936051,3.579002558481686,1.9096550371346286,1.5637733991868144,0.5126072031180907,-1.9293555327556093,4.98930973586313,0.7699213952320784,-1.810286613712366,-1.8244434788969544,-0.5818649192353131,-2.070645908916438,-1.2441535915187238
ENSG00000128052,0.3309121525189473,1.0314786796011637,-0.054658097789023745,0.6951193853987384,2.699957232653918,0.4903421142435582,1.1981791698138597,1.5310661944916875,-1.748311050265856,1.717413874024195,0.700810921538297,0.10075273118750373,2.826683075130388,0.5030798823443724,1.2592938583534121,-0.37161534155846887,0.1944341979355155,0.7125322441229419,1.9787292223357456,1.661572317537553,3.571320320759098,0.08716461724512081,0.0018048837901295438,0.46429347201456483,1.5065138408668113,0.2221131751147056,1.257944443451851,-0.389245949769048,-0.6388392767412542,-3.567234452665799
ENSG00000138722,-2.271299459792269,-0.908055205027446,-3.371074903882544,-1.7659371242399837,0.5856050426677242,-5.7224141460901885,-2.4093856793272237,0.3953931278909768,-2.901497510540408,-2.613911767089775,1.218437264541755,-3.0771670975113765,-0.3257517819410854,0.3354560424714663,-0.7059812951036197,-3.039515857036644,-1.5825466758404354,-2.5298839775206816,0.7840661286931104,-1.2937076396644993,1.6477642890121083,-1.6871666751497758,-2.6535503705455232,-3.052297712513838,-1.6014843837646575,-2.130091193967659,-1.3787133163081071,-1.8142066630144422,-0.9772174919072932,-6.9683484276938294
ENSG00000164035,-0.3353081196220343,0.6183311589877184,-0.1127277471254591,0.28590083463160826,0.9647833584814597,-0.9228472413877087,0.04219446157242721,0.2396290730303672,-1.2704236611153872,1.3387466387868496,0.815824669787224,-0.6381495900546937,3.060591184637265,1.3275637187631544,0.00562167933938497,-0.7979444091363019,0.33040202062247154,0.14842003356637537,1.8951209551992523,1.244937967098317,2.744115016446903,-0.48741540992550597,-1.090050835990502,0.05277172709938399,0.509690420733759,-0.7954103468061636,0.8832643374304738,-0.868091103716028,-0.830803282964392,-1.9659646497228886
ENSG00000153064,-4.391872483455803,-2.380655913603009,-3.1911388005754455,-0.7975051269437121,-0.42564297412178,-1.5575849252557556,-4.0445318492079165,-3.3466682515317263,-5.9845957891825,-4.175400909488831,-1.317763421123543,-2.668668802378042,-1.1364002516874188,-0.7942664031543866,-5.889880245839524,-5.611652209944729,-3.6084010324513827,-3.339059557660938,-0.35100644778462836,-3.9102381312563614,-1.9588336775249686,-4.388586064554619,-7.131215039946706,-0.24939466818528033,-0.7024401905222705,-0.8103763832436501,-5.9883977430684165,-5.293233631681351,-3.6014423868390124,-6.125447348787048
ENSG00000164161,-5.10337633850271,-1.7385228281341674,-2.9692798605853716,0.6202740226008718,-2.663215653704957,-6.046696338308754,-3.826425058829336,-0.992082932477782,-2.5806224577352985,-8.237401806144847,-0.6472182022278568,-5.15222070674044,-2.211632524131585,0.639437261463695,-6.480700267101671,-4.58619052587032,-5.647069618076577,-1.4915961346524658,-2.077157089116127,-3.8206460661811232,-1.2266641788002506,-1.5817646379707497,-3.927206535843322,-5.376579950348282,-3.5009481050458002,-2.793579513319883,-5.9883977430684165,3.610534501726134,-3.378041280936824,-4.05559146339682
ENSG00000164283,1.2561516638255015,-0.5753920397706008,-1.3395812735298387,3.2440849744262414,0.993247159341967,2.0969820528032392,1.5988005791011641,-0.27055047125728443,-2.8700038777048436,1.3051071348590624,0.49614933031377045,2.455128585255715,6.099285530925672,-0.6385885120377887,0.4279952939918846,-0.6860941266065852,-0.16201075402157644,1.0700840281896016,2.3261322350760016,-0.29843419591540365,-1.3282366165174924,-1.4995538460984454,0.8536766881183779,-0.45094847732767473,1.9485843490973371,2.777510048490916,1.5961967862795627,2.1464467278469197,2.095877043140329,0.08551301283927763
ENSG00000182578,1.9133449132158276,2.337421313354518,2.3142294721526446,3.327140009054303,2.9376979187312715,1.7011968837069587,3.3681779216117143,2.4545066204922326,1.029905552080975,1.985770107828386,2.910382254146762,4.155467219912989,1.5155908465192036,3.831520473510276,0.9493626808207314,1.5006091768173222,2.6950176620525155,2.991272921262029,3.603040945105468,1.913897885335753,2.44404323138632,3.266573777027092,1.5390281825304628,0.38473382035306275,1.1801953228798894,3.839919097765633,1.2941529043351667,2.6614864946348855,2.3500100354502935,0.6523950599175075
ENSG00000153162,1.8478612167092767,-1.2692681283729526,-1.2060272778358092,-3.7532315400122966,-0.8667962091497088,-4.7357037687460535,0.3253454866746658,-1.717432164084682,-6.162714651121984,0.21186239762131748,-1.3022782536031177,-4.149350410554719,-0.38086157507086044,-1.2794748186703848,-2.2606441424267545,-3.0528054681968437,1.3868857158601822,-2.6806771178568107,0.321298366509198,4.109529862187221,2.6144020690079546,-2.5818117967850824,5.2833513588008465,-2.8176598189688367,3.12390806429479,-2.590839787510466,-0.2511403977211314,3.734237167943435,-0.687114965784515,-4.3966755478305455
ENSG00000078401,0.3570261980577813,1.4973713797843857,4.259861198930962,3.210369729593573,3.918847100938399,-0.036492176542237194,1.7984889863501892,3.218818612750087,2.3329635439553544,0.7072690162976913,3.0977804890437026,0.4312166770256317,1.9018228856486308,2.8488323016598414,3.278102762661067,2.7626132504859626,2.4965533512914866,6.2275773251637885,2.9001324820817644,1.6474883386456152,1.3921549766142174,2.8261158984520804,1.4918032061748627,2.548088060516255,2.903624258872276,4.962300602116725,0.021806426020261085,-1.425121813487109,0.8369254419495904,2.2961945048522554
ENSG00000146070,1.6178646192041595,2.0394723072207626,2.0363443450844323,2.572910882670861,2.8496242240685254,0.4933094865565466,0.730389093182568,2.761676428369316,1.0797608605467897,1.016849356875455,2.2792044781780407,2.15861417832885,1.3029468746502442,3.820648530463943,-0.11651980055189938,1.8766474897523036,2.693718490720694,2.343271782960508,2.495957079317007,-0.674919155868535,0.23450500056416185,3.129913886430748,-1.85286424628444,0.874920814820888,-1.1000062770410204,1.6249980631900487,-0.3108883867994679,0.4111030111183294,1.7840539518669976,1.0339715558781943
ENSG00000172673,-2.5016357068847426,-2.901352248727487,-3.804944548651667,-4.192670588313849,-3.498880332066221,-7.47033291717022,-4.170236645687128,-3.986946199159305,-5.794798731227948,-4.943783673150848,-1.7756646309542337,-4.781434515594959,-2.7080911226876947,-0.9455062744595726,-4.7000832087706685,-3.7779990027713755,-2.91979812292512,-1.3492871215342876,-1.8480515182124915,-4.688019602322135,-0.5026036488872433,-2.603842440368312,-6.298924095089307,-6.697671523961832,-3.41678313103535,-2.097393035186849,-5.9883977430684165,-5.958630862476901,-6.177180106368785,-8.716267341561384
ENSG00000093134,-1.645803961117306,0.08857238805817838,0.31743039590732486,-3.706788441144886,-4.450403514351673,-5.203833833295107,-0.17620759911662298,0.10511491200507678,-2.5433818832391735,-2.832297058891625,-1.0469259746167796,-0.16901998881377,0.8773266888926181,0.859553344197799,-6.480700267101671,-1.638292506754704,1.1803408198573084,0.09912030744954943,2.6094022098932657,-4.109028085277501,-0.9236121093653967,-1.127944393377216,-1.228079479538172,-1.446254578978506,-1.9727211713897714,-0.6604204973716081,-2.621973283665474,-5.202516986910125,2.8291242973099475,-2.64241320672352
ENSG00000120279,-0.3191419744171547,0.8336106738334395,-0.0840567996111535,0.4341645084930678,1.8593207507690024,-0.014403811439584129,0.7299748018088266,1.1192071318044967,-0.70194224736565,1.0786835072617231,1.4046547272998333,0.3606655079129415,3.297749752426208,1.4132443039804834,0.20012824953588282,-0.6851424814601139,0.03740329609165246,0.7249537173772548,1.978247529152972,0.7895007521135156,2.5996515668638303,0.34069133048312494,-0.8602927621216319,-0.212497517157013,0.7266994628849107,-0.6198726643467785,0.9331143602494327,-0.7924877927629211,-0.5818232282792521,-0.916003595193642
